[legacy_mvp]
analyze_k_stats.py | tracked=true | legacy MVP/raw-scan path not part of current mainline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- analyze_k_stats.py
external_baselines/results/s5e2_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e2_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e2_traceable_dense/orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e2_traceable_dense/orbslam3_comparison.json
external_baselines/results/s5e2_traceable_dense/worst_edges.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e2_traceable_dense/worst_edges.json
external_baselines/results/s5e3_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e3_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e3_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e3_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e3_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e3_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e3_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e3_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e3_traceable_dense/s5e2_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e3_traceable_dense/s5e2_orbslam3_comparison.json
external_baselines/results/s5e3_traceable_dense/worst_edges.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e3_traceable_dense/worst_edges.json
external_baselines/results/s5e4_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e4_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e4_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e4_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e4_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e4_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e4_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e4_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e4_traceable_dense/s5e3_s5e2_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e4_traceable_dense/s5e3_s5e2_orbslam3_comparison.json
external_baselines/results/s5e4_traceable_dense/worst_edges.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e4_traceable_dense/worst_edges.json
external_baselines/results/s5e5_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e5_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e5_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e5_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e5_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e5_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e5_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e5_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e5_traceable_dense/s5e4_s5e3_s5e2_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e5_traceable_dense/s5e4_s5e3_s5e2_orbslam3_comparison.json
external_baselines/results/s5e5_traceable_dense/worst_edges.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e5_traceable_dense/worst_edges.json
external_baselines/results/s5e6_traceable_dense/edge_component_metrics.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e6_traceable_dense/edge_component_metrics.json
external_baselines/results/s5e6_traceable_dense/eval_alignment_none.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e6_traceable_dense/eval_alignment_none.json
external_baselines/results/s5e6_traceable_dense/eval_alignment_se3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e6_traceable_dense/eval_alignment_se3.json
external_baselines/results/s5e6_traceable_dense/eval_alignment_sim3.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e6_traceable_dense/eval_alignment_sim3.json
external_baselines/results/s5e6_traceable_dense/s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e6_traceable_dense/s5e5_s5e4_s5e3_s5e2_orbslam3_comparison.json
external_baselines/results/s5e6_traceable_dense/tmag_outlier_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e6_traceable_dense/tmag_outlier_audit.json
external_baselines/results/s5e6_traceable_dense/worst_edges.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e6_traceable_dense/worst_edges.json
external_baselines/results/s5e7_traceable_dense/direction_scale_failure_audit.json | tracked=true | historical generated result tree outside canonical manifests and official baseline | recover: git checkout backup/pre-maint13-destructive-cleanup-20260514-174819 -- external_baselines/results/s5e7_traceable_dense/direction_scale_failure_audit.json
